program_name,description,is_graduate_program,area_of_study,credit_requirement,is_stem
Bachelor of Arts in Communication,"The Department of Communication is committed to helping students gain expertise in a variety of communication theories, methods, and professional skills for creative problem solving. In doing so, students will learn the importance of engaging in ethical behavior in communication with diverse audiences, cultures, and contexts for their learning and professional experiences.",False,,180.0,False,https://catalog.drexel.edu/undergraduate/collegeofartsandsciences/communication/,Quarter
Bachelor of Science in Computer Engineering in Computer Engineering,"The major provides a broad focus on electronic circuits and systems, computer architecture, computer networking, embedded systems, programming and system software, algorithms, and computer security. ",False,,181.5,False,https://catalog.drexel.edu/undergraduate/collegeofengineering/computerengineering/,Quarter
Bachelor of Arts in Computer Science in Computer Science,"The College of Computing & Informatics' Bachelor of Science/Arts in Computer Science offers extensive exposure and hands-on practice in the core areas of the field, including programming paradigms and languages, algorithms, systems, networking, and software engineering. Students also focus their upper level studies with specializations in areas such as artificial intelligence and machine learning, security, graphics and vision, and game programming/development. The program's flexibility allows students to easily sample from areas in which they would like to apply their computing knowledge. This hands-on curriculum combined with co-op provides real-world experience that culminates in a full-year team capstone project involving in-depth study and application of computing and informatics.",False,,186.5,False,https://catalog.drexel.edu/undergraduate/collegeofcomputingandinformatics/computerscienceba/,Quarter
Bachelor of Science in Computer Science in Computer Science,"The College of Computing & Informatics' Bachelor of Science/Arts in Computer Science offers extensive exposure and hands-on practice in the core areas of the field, including programming paradigms and languages, algorithms, systems, networking, and software engineering. Students also focus their upper-level studies with specializations in areas such as artificial intelligence and machine learning, security, graphics and vision, and game programming/development. The program's flexibility allows students to easily sample from areas in which they would like to apply their computing knowledge. This hands-on curriculum combined with co-op provides real-world experience that culminates in a full-year team capstone project involving in-depth study and application of computing and informatics.",False,,186.5,False,https://catalog.drexel.edu/undergraduate/collegeofcomputingandinformatics/computerscience/,Quarter
Bachelor of Science in Computing and Security Technology in Computing and Security Technology,Note: The on-campus CST major (full-time only) admits new and transfer students in Fall Quarter. The online CST major (part-time only) admits transfer students in Fall and Spring Quarters.,False,,185.0,False,https://catalog.drexel.edu/undergraduate/collegeofcomputingandinformatics/computingandsecuritytechnology/,Quarter
Bachelor of Science in Construction Management in Construction Management,"Construction management is a dynamic profession that is a combination of art and science. While an understanding of the technical aspects of construction is extremely important, it is also essential that construction professionals have knowledge of the business and management aspects of the profession. While construction has traditionally been a very conservative industry, the increasing rate of technological development and competition in the industry serves to accelerate the development of new construction methods, equipment, materials, and management techniques. As a result of these forces, there is an increasing need for innovative and professionally competent construction professionals.",False,,187.0,False,https://catalog.drexel.edu/undergraduate/collegeofengineering/constructionmanagement/,Quarter
Bachelor of Science in Custom-Designed Major,"The Custom-Designed Major enables students to pursue an individualized, interdisciplinary course of study at Drexel University not readily available through an existing major, or a combination of existing majors and/or minors. The program is designed for highly motivated students whose academic curiosity and career ambitions cannot be satisfied by a traditional major. Students typically interested in pursuing a Custom-Designed Major are motivated by a particular theme, topic, issue, or problem that can be more holistically addressed by combining multiple disciplines and fields of knowledge.",False,,180.0,True,https://catalog.drexel.edu/undergraduate/honorscollege/custom-designedmajor/,Quarter
Bachelor of Science in Dance,"The dance program at Drexel University provides intensive exploration of dance in its physical, intellectual, creative and therapeutic aspects. The major is designed for students to focus on one of the following four tracks:",False,,186.0,True,https://catalog.drexel.edu/undergraduate/collegeofmediaartsanddesign/dance/,Quarter
Bachelor of Science in Dance - Part-time Professional,"The Part-Time Professional Dance Program provides an opportunity for professional dancers to earn their BS degree in dance through a specially designed part-time program at Drexel University’s Westphal College of Media Arts and Design. Participating students will fulfill the requirements of the current dance major curriculum over an extended period of time, with the exception of the studio dance technique and performance class requirements, which will be fulfilled through their professional dance company experiences.",False,,186.0,True,https://catalog.drexel.edu/undergraduate/collegeofmediaartsanddesign/dance_parttimeprofessional/index.html,Quarter
Bachelor of Science in Data Science in Data Science,"The Bachelor of Science in Data Science (BSDS) prepares students to meet the challenges presented by the explosive growth of very large scale and complex data sources. The availability of data from sources such as business activities, social media, and scientific instruments constantly creates new problems requiring data-driven solutions and opportunities and problems for innovation. BS in Data Science students develop the knowledge and skill to address these opportunities for the benefit of individuals and organizations. Students in the degree complete a minor, typically in business or the sciences, to provide knowledge and skill in a specific subject area to which data science techniques can be applied.",False,,186.0,False,https://catalog.drexel.edu/undergraduate/collegeofcomputingandinformatics/datascience,Quarter
Bachelor of Science in Design and Merchandising,"Drexel’s innovative Design & Merchandising (D&M) major integrates visual design, merchandising, and business insight for the fashion lifestyle industries. The Bachelor of Science degree educates students to conceptualize, plan, develop, market, and measure the opportunity for products and services for consumers through physical stores, online channels, televised content, and interactive media. Students develop thorough knowledge of how products come to life through sustainable textiles, design, and production, and strategize the optimal assortment, inventory, and pricing for business goals. The multidisciplinary curriculum, based on both theory and practice, is delivered through immersive, experiential learning. Graduates work across the fashion lifestyle industries engaged in creative strategies, dynamic merchandise assortments, and new product lines for global consumer markets.",False,,181.0,True,https://catalog.drexel.edu/undergraduate/collegeofmediaartsanddesign/designandmerchandising/,Quarter
Bachelor of Science in Digital Media and Virtual Production,"The Digital Media & Virtual Production program encompasses a unique combination of skills and principles used by industry for the development and execution of a Virtual Reality (VR), Augmented Reality (AR), other forms of Immersive Media including Virtual Production. Among these are creative thinking, understanding of design, aesthetic sensitivity, and storytelling balanced with technical knowledge in areas such as 3D Computer Graphics, Animation, Visual Effects, real-time 3D graphics, interactivity, digital camera and image processing technologies. Additionally, critical thinking, the ability to collaborate effectively and communication skills are also integral to success in this rapidly expanding industry.",False,,187.0,True,https://catalog.drexel.edu/undergraduate/collegeofmediaartsanddesign/digitalmediaandvirtualproduction/,Quarter
Bachelor of Arts in Economics in Economic Analysis,"The Bachelor of Arts in Economics introduces students to modern economics within the context of a broad liberal arts curriculum. The degree is well suited for students interested in the relation of economics to the other social science disciplines and humanities, and it provides an even broader liberal arts education than the Bachelor of Science in Economics. The BA in Economics offers students the flexibility to combine their studies in economics with a major or minor in another field of study.",False,,180.0,False,https://catalog.drexel.edu/undergraduate/schoolofeconomics/economics/,Quarter
Bachelor of Science in Economics in Economics,"Drexel LeBow’s STEM-designated Bachelor of Science in Economics provides a broad education with a focus on quantitative methods and professional skills. A large number of free electives allows students the freedom to develop in-depth knowledge in a secondary field outside of economics by pursuing a minor or double major. Upon graduation, students are well prepared for successful careers in business, public service and institutions tasked with addressing society’s greatest challenges.",False,,180.0,False,https://catalog.drexel.edu/undergraduate/schoolofeconomics/economicsbs/,Quarter
Bachelor of Science in Economics and Business,This STEM-designated combined major in Economics and Business provides the student with the foundational skills of data analysis in economics and the functional fields of business. It includes a range of elective courses in both fields and overall flexibility that allow the student to build on those skills in the direction of their own interests.,False,,180.0,True,https://catalog.drexel.edu/undergraduate/schoolofeconomics/economicsandbusiness/,Quarter
Bachelor of Science in Economics and Data Science,"The STEM-designated Economics and Data Science is an interdisciplinary major that prepares students to work in an economy that has been transformed by the emergence of digital commerce and massive amounts of data. Coursework in data science teaches students how to manage, manipulate, and parse data to extract knowledge and insight.",False,,180.0,True,https://catalog.drexel.edu/undergraduate/schoolofeconomics/economicsanddatascience/,Quarter
Bachelor of Science in Economics and Mathematics,"This STEM-designated combined major in Economics and Mathematics is intended for students with a strong intellectual interest in economics, applied mathematics, and econometrics. The major offers excellent career opportunities both in the private sector and in government. The major also provides an excellent preparation for students who are interested in pursuing a graduate degree in economics or related fields.",False,,180.0,True,https://catalog.drexel.edu/undergraduate/schoolofeconomics/economicsandmathematics/,Quarter
Bachelor of Science in Economics and Public Health,"Public health is the science of protecting and improving the health and well-being of populations of people. Critical to that well-being are many factors, including a clean environment, public safety, a healthy diet, adequate housing, and access to health care. Economics is the study of how people organize themselves to produce the goods and services they desire, including those necessary for a healthy life. Through the study of both economics and public health, students in this major gain a unique understanding of the factors underlying our health and well-being. The curriculum is interdisciplinary, drawing from the physical sciences, economics, and the four areas of public health: epidemiology, community health and prevention, environmental and occupational health, and health management and policy.",False,,180.0,True,https://catalog.drexel.edu/undergraduate/schoolofeconomics/economicsandpublichealth/,Quarter
Bachelor of Science in Education: Non-Certification,Note: Students will not receive Teaching Certification at the completion of this program.,False,,180.0,True,https://catalog.drexel.edu/undergraduate/schoolofeducation/education-noncertification/index.html,Quarter
Bachelor of Science in Electrical Engineering in Electrical Engineering,"Electrical engineers contribute to industry and research in diverse areas such as electronic circuits, lasers and photonics, semiconductor devices, computer and communication networks, wireless networks, biomedical engineering, bioinformatics, machine learning, automation and control, and power and energy systems. The electrical engineering major emphasizes the fundamentals of electrical engineering, hands-on learning, and flexibility in course selection to satisfy diverse career goals.",False,,181.5,False,https://catalog.drexel.edu/undergraduate/collegeofengineering/electricalengineering/,Quarter
Bachelor of Science in Engineering in Engineering,For students in year two and beyond.,False,,181.5,False,https://catalog.drexel.edu/undergraduate/collegeofengineering/engineering/,Quarter
Bachelor of Science in Engineering Technology in Engineering Technology,"The BS in Engineering Technology (ET) program at Drexel University is organized around a multidisciplinary, practice- and systems-based learning with extensive use of hands-on laboratory exercises in a majority of the classes. The program prepares graduates for success as future technology innovators and industry leaders, bringing designs from theory into reality. The ET program stresses a multidisciplinary, systems-based approach in solving real-world problems. It promotes student-focused teaching and career-focused education, emphasizing a practical application of theory.  ",False,,186.5,False,https://catalog.drexel.edu/undergraduate/collegeofengineering/engineeringtechnology,Quarter
"Bachelor of Arts in English, Literary Studies Concentration","English majors who select the concentration in Literary Studies benefit from the full range of courses and opportunities that we offer. These include core courses taken by all our majors, offering a strong foundation in textual and rhetorical analysis along with writing skills.  ",False,,181.0,False,https://catalog.drexel.edu/undergraduate/collegeofartsandsciences/english-literaryconcentration/index.html,Quarter
"Bachelor of Arts in English, Writing Concentration","English majors who select the concentration in Writing benefit from the full range of courses and opportunities that we offer. These include core courses taken by all our majors, offering a strong foundation in textual and rhetorical analysis along with writing skills.  ",False,,181.0,False,https://catalog.drexel.edu/undergraduate/collegeofartsandsciences/english-writingconcentration/,Quarter
"Bachelor of Arts in English, Secondary Education Concentration","English majors who select the concentration in Secondary Education benefit from the full range of courses and opportunities that we offer. These include core courses taken by all our majors, offering a strong foundation in textual and rhetorical analysis along with writing skills. Students receive a strong grounding in English to prepare for a career in teaching.",False,,181.0,False,https://catalog.drexel.edu/undergraduate/collegeofartsandsciences/english-secondaryeducation-concentration/,Quarter
Bachelor of Science in Entertainment and Arts Management,"The Entertainment & Arts Management (EAM) program at Drexel University is a nationally ranked, international leader in teaching the business of show business. Our unique program is a business degree, yet one that is based in the entertainment and arts sectors. Students in the Entertainment and Arts Management major choose an area of concentration from media, performing arts, or visual arts management disciplines. The curriculum is designed to prepare students to lead and manage in both commercial and non-profit areas of the field. Coursework in the EAM program includes general education, core requirements and features a built-in business minor. Students also enjoy a wide-selection of specialized coursework within their chosen area of concentration.",False,,183.0,True,https://catalog.drexel.edu/undergraduate/collegeofmediaartsanddesign/entertainmentartmgmt/,Quarter
Bachelor of Arts in Entrepreneurship and Innovation,"The BA in Entrepreneurship and Innovation is designed to teach entrepreneurship as a habit of mind that applies to students in both life and career contexts. Entrepreneurship is about being proactive, enterprising, and innovative. Our holistic approach to teaching challenges students to think and act as an entrepreneur within established companies, in working for small and growing startups, in starting a new venture or self-employment, and in their overall approach to their personal and professional lives. We have developed a curriculum that teaches students entrepreneurial skills such as resilience, collaboration, opportunity recognition, self-efficacy, negotiation, and effective communication. ",False,,181.0,False,https://catalog.drexel.edu/undergraduate/schoolofentrepreneurship/entrepreneurshipandinnovation/index.html,Quarter
Bachelor of Arts in Entrepreneurship & Innovation 3-year Option,"The three-year BA in Entrepreneurship and Innovation program is a unique, accelerated plan of study that teaches entrepreneurship as a habit-of-mind that applies to both the student's career and life. Entrepreneurship is about being proactive, enterprising, and innovative. The three-year degree in Entrepreneurship and Innovation offered by the Close School is rigorous and sustains all the standards of our four- or five-year degree programs. It is a degree that is particularly appealing to the student who is determined, disciplined, and goal-oriented—as we find that many entrepreneurship students are.",False,,181.0,False,https://catalog.drexel.edu/undergraduate/schoolofentrepreneurship/entrepreneurshipandinnovation-3year/index.html,Quarter
Bachelor of Science in Environmental Engineering in Environmental Engineering,"Environmental engineering is concerned with the design of systems, policies and processes to protect human, animal, and plant populations from the effects of adverse environmental factors, including toxic chemicals and wastes, pathogenic bacteria, and global warming, and to design systems that enable a more sustainable society.",False,,191.5,False,https://catalog.drexel.edu/undergraduate/collegeofengineering/environmentalengineering/,Quarter
Bachelor of Science in Environmental Science,"The Environmental Science program at Drexel University is committed to educating undergraduates for technical careers and graduate study in the diverse areas of environmental science vital to understanding, conservation, and restoration of clean and healthy natural environments in the 21st century. The affiliation between the Academy of Natural Sciences and Drexel University offers students unique opportunities to take a leadership role in ecology, environmental science, and environmental policy, and to grow the scope, capacity, and reputation of the natural sciences at the University. The philosophy of the Biodiversity, Earth & Environmental Science Department is “Experiential Learning Early and Often.",False,,185.5,True,https://catalog.drexel.edu/undergraduate/collegeofartsandsciences/environmentalscience/,Quarter
Bachelor of Arts in Environmental Studies and Sustainability,"The BA in Environmental Studies and Sustainability (ENSS) is administered in the Department of Biodiversity, Earth and Environmental Science (BEES). It is a multidisciplinary degree that takes advantage of existing courses in both the Arts and Sciences to educate graduates who will be able to work in government agencies, corporations, and nonprofit organizations who develop, implement, or are affected by environmental policies.",False,,183.0,False,https://catalog.drexel.edu/undergraduate/collegeofartsandsciences/environmentalstudiesandsustainability,Quarter
Bachelor of Science in Business Administration in Esport Business,The BSBA in Esport Business is designed for students who plan to pursue careers in the esport industry. The major draws on the strengths of offerings in game design and game management and the required business administration core.,False,,180.0,False,https://catalog.drexel.edu/undergraduate/collegeofbusiness/esportbusiness/index.html,Quarter
Bachelor of Science in Exercise Science,"The Bachelor of Science (BS) program in Exercise Science at Drexel University integrates a foundation of developmental health and wellness with rigorous training in exercise science and sports medicine concepts to provide the knowledge, skills and abilities required as an advocate for the promotion of health, well-being, and physical performance.",False,,183.0,True,https://catalog.drexel.edu/undergraduate/collegeofnursingandhealthprofessions/exercisescience/,Quarter
Bachelor of Science in Fashion Design,"The Fashion Design program at Drexel University’s Antoinette Westphal College of Media Arts & Design educates and trains visionary designers to use an integrated approach toward the creation of contemporary fashion within the context of an expanding, yet converging, global economy and society. Through a series of courses offered freshman year, students will explore the challenges facing our industry and learn how to implement inclusive, responsible, and sustainable solutions in their design process. The fusion of art, design, science, and technology serves as a springboard for the production of unique apparel for the 21st century, and represents a transdisciplinary approach that requires flexibility and focus. Over the past two decades, Drexel’s Fashion Design program has developed a stellar, international reputation and is ranked in the top four nationally and 14th worldwide. That is due, in part, to a passionate and experienced faculty, novel approaches to pedagogy, and participation in national and international competitions. Faculty and alumni connections to industry leaders strongly augment and catalyze the program, the strength of which is closely linked to the philosophy that each student has a distinct vision and a unique aesthetic that must be cultivated on an individual basis. ",False,,183.0,True,https://catalog.drexel.edu/undergraduate/collegeofmediaartsanddesign/fashiondesign/,Quarter
Bachelor of Science in Film & Television,"The Film & Television major offers a balance of technical craft and artistic vision that prepares students to pursue professional careers in the Film and Television industries. The program is hands-on with core themes driving each year: Story, Voice, Professional Practice, and Implementation. There is also substantial coursework in screenwriting and film studies.",False,,186.0,True,https://catalog.drexel.edu/undergraduate/collegeofmediaartsanddesign/filmandtvproduction/index.html,Quarter
Bachelor of Science in Business Administration in Finance,"Students with a major in finance learn the concepts and analytical techniques that are used in corporate finance, investments, and financial institutions. The major has an applied quantitative focus and prepares students for careers involving financial forecasting, budgeting, business analysis and valuation, investment research, wealth management, and banking. It also provides excellent preparation for various professional credentials, including the Chartered Financial Analyst (CFA®) designation and Certified Financial Planner (CFP®) certification.",False,,180.0,False,https://catalog.drexel.edu/undergraduate/collegeofbusiness/finance/,Quarter
Bachelor of Science in Game Design & Production,"Drexel's Game Design & Production undergraduate major, nationally ranked as a top program by multiple organizations including the Princeton Review (#8 in 2022), provides students with a strong, broad-based foundation in digital design and content creation skills in a team project environment. Students try on a wide variety of roles in game development—from idea to reality in art and code—discovering the skill areas that they want to pursue, focusing their minors, elective courses, and team experiences as they progress through the program.",False,,191.0,True,https://catalog.drexel.edu/undergraduate/collegeofmediaartsanddesign/gamedesignandproduction/index.html,Quarter
Bachelor of Science in Business Administration in General Business,"The major in general business equips students with a thorough understanding of theory and practice in the fundamental areas of business such as accounting, economics, finance, management, and marketing. This major is intended for business students who wish to gain breadth within their undergraduate studies. Students will develop the skills and competencies necessary for success across a diverse spectrum of business organizations. ",False,,180.0,False,https://catalog.drexel.edu/undergraduate/collegeofbusiness/generalbusiness/,Quarter
Bachelor of Science in General Studies,The Bachelor of Science (BS) in General Studies is the ideal degree completion program for self-directed students who desire a program they can tailor to their personal and professional interests. The program covers the fundamentals of a university education while allowing students to exhibit intellectual interest and discipline across a broad range of college-level coursework. A general studies degree informs employers of a graduate’s ability to think creatively when problem solving and work independently at a high level with a minimum of direction.,False,,180.0,True,https://catalog.drexel.edu/undergraduate/collegeofprofessionalstudies/generalstudies,Quarter
Bachelor of Science in Geoscience,"From energy to climate change to environmental degradation, many of the most pressing societal issues of the coming century will pertain to geoscience. The study of the Earth is central to maintaining clean drinking water, mitigating environmental contamination, providing ores and rare elements necessary for industry, and locating new sources of energy.",False,,182.5,True,https://catalog.drexel.edu/undergraduate/collegeofartsandsciences/geoscience/,Quarter
Bachelor of Arts in Global Public Health,"The Bachelor of Arts in Global Public Health is an innovative undergraduate major that utilizes an interdisciplinary approach to expose students to global public health. Students will take a myriad of required courses within the Dornsife School of Public Health as well as courses in Global Studies and Modern Languages to fulfill degree requirements. The Global Public Health degree is a four-year, one co-op cycle program. Students are encouraged to explore global experiences for added breath and depth.",False,,180.0,False,https://catalog.drexel.edu/undergraduate/schoolofpublichealth/globalpublichealth/index.html,Quarter
Bachelor of Arts in Global Studies,"Global Studies practices socially-responsible global citizenship through a unique combination of research-oriented and multilingual instruction, professional experience, and meaningful engagement with communities both here in Philadelphia and abroad.",False,,180.0,False,https://catalog.drexel.edu/undergraduate/collegeofartsandsciences/globalstudies/,Quarter
Bachelor of Science in Graphic Design,"Westphal College's Graphic Design curriculum provides a balance of theory and practice in rigorous design study enhanced by general education coursework in the humanities and the physical and social sciences. Students learn to conceptualize, visualize, and realize visual communications through the rigor of project-based exploration and experimentation based on the formal foundations of typography, image-making, aesthetics, and critical thinking. Graphic Design students are immersed in all aspects of visual communications such as motion, web and interactive design, books, magazines and publications (print and screen based), posters, advertising, packaging, exhibition design, and data visualization. Working on two- and three-dimensional projects and electronic media, students utilize the latest applications and emerging technologies to stay current with the industry.     Graphic Design students can also pursue advanced elective coursework in web and motion graphic design, environmental graphic design, experimental publication design, and other interdisciplinary special topics projects.",False,,189.0,True,https://catalog.drexel.edu/undergraduate/collegeofmediaartsanddesign/graphicdesign/,Quarter
Bachelor of Science in Health Data Analytics,"The Bachelor of Science in Health Data Analytics prepares students to apply quantitative methods to a variety of real-world data analysis problems. Students will take courses in biostatistics, information science, public health, mathematics,epidemiology, and additional scientific disciplines of their choosing. Through their coursework, students will learn the analytic and computational skills necessary to handle large and complex data problems and apply statistical analysis techniques appropriately. The program is interdisciplinary and students will be exposed to contemporary scientific problems to provide context and motivation for methodological topics. Computing, data visualization, and scientific communication skills will be emphasized throughout, providing students with tools to serve as essential team members in a variety of data-driven research and industry settings.",False,,180.0,True,https://catalog.drexel.edu/undergraduate/schoolofpublichealth/healthdataanalytics/,Quarter
Bachelor of Science in Health Sciences,"The bachelor’s degree program in Health Sciences at Drexel University exposes students to a wide variety of careers in health care and related professions. Our emphasis on interdisciplinary study, coupled with expert faculty, gives students the opportunity to explore different facets of health-related professions before matriculating to specialized graduate programs or entering the workplace. Whether you are on the fast track to a career in health professions or still finding your path, our Health Sciences Program offers a multitude of options for completing your degree.",False,,183.0,True,https://catalog.drexel.edu/undergraduate/collegeofnursingandhealthprofessions/healthsciences/,Quarter
