"reg_code, crn, student_id"
248,41433,jrk48
249,10948,jrk48
250,16461,jrk48
251,11544,jrk48
252,11877,jrk48
253,10913,jrk48
254,10275,lpt99
255,12736,lpt99
256,13212,lpt99
257,22071,lpt99
258,20629,lpt99
259,25562,lpt99
260,20401,lpt99
261,33089,lpt99
262,34587,lpt99
263,30488,lpt99
264,30830,lpt99
265,41730,lpt99
266,40584,lpt99
267,40053,lpt99
268,40208,lpt99
269,40661,lpt99
270,13372,lpt99
271,15686,lpt99
272,11202,lpt99
273,15592,lpt99
274,11875,lpt99
275,12126,pbd71
276,10280,pbd71
277,10257,pbd71
278,12036,pbd71
279,21317,pbd71
280,21531,pbd71
281,22326,pbd71
282,20613,pbd71
283,33837,pbd71
284,30592,pbd71
285,30387,pbd71
286,31984,pbd71
287,34295,pbd71
288,41524,pbd71
289,41731,pbd71
290,40866,pbd71
291,40670,pbd71
292,10038,pbd71
293,11932,pbd71
294,10996,pbd71
295,15332,pbd71
296,15032,pbd71
297,14569,pbd71
298,10584,pso84
299,13621,pso84
300,10384,pso84
301,12173,pso84
302,15935,pso84
303,20045,pso84
304,20191,pso84
305,21011,pso84
306,23676,pso84
307,21530,pso84
308,21090,pso84
309,30956,pso84
310,30810,pso84
311,32998,pso84
312,30906,pso84
313,31948,pso84
314,41797,pso84
315,41020,pso84
316,40250,pso84
317,41426,pso84
318,41762,pso84
319,14150,pso84
320,16051,pso84
321,11922,pso84
322,15626,pso84
323,10994,jet30
324,12463,jet30
325,10538,jet30
326,21564,jet30
327,20085,jet30
328,23612,jet30
329,20738,jet30
330,30209,jet30
331,30182,jet30
332,34506,jet30
333,30482,jet30
334,30825,jet30
335,41594,jet30
336,40554,jet30
337,41978,jet30
338,41426,jet30
339,41618,jet30
340,10785,jet30
341,14317,jet30
342,12415,jet30
343,11287,jet30
344,10324,mrl26
345,13623,mrl26
346,10988,mrl26
347,11585,mrl26
348,11751,mrl26
349,24447,mrl26
350,25405,mrl26
351,25839,mrl26
352,20319,mrl26
353,32350,mrl26
354,31840,mrl26
355,30482,mrl26
356,32000,mrl26
357,32628,mrl26
358,31266,mrl26
359,40026,mrl26
360,41670,mrl26
361,41134,mrl26
362,41325,mrl26
363,10195,mrl26
364,11035,mrl26
365,11524,mrl26
366,15411,mrl26
367,15148,iwb301
368,12523,iwb301
369,14527,iwb301
370,11858,iwb301
371,12663,iwb301
372,25989,iwb301
373,20327,iwb301
374,23020,iwb301
375,21219,iwb301
376,31850,iwb301
377,33870,iwb301
378,30191,iwb301
379,41271,iwb301
380,41975,iwb301
381,42031,iwb301
382,41527,iwb301
383,40173,iwb301
384,15374,iwb301
385,10196,iwb301
386,10057,iwb301
387,10200,iwb301
388,11561,iwb301
389,10275,ltw71
390,12530,ltw71
391,13627,ltw71
392,10563,ltw71
393,10292,ltw71
394,23171,ltw71
395,20096,ltw71
396,20603,ltw71
397,20252,ltw71
398,20021,ltw71
399,31524,ltw71
400,30051,ltw71
401,34760,ltw71
402,40231,ltw71
403,40131,ltw71
404,40356,ltw71
405,40492,ltw71
406,41744,ltw71
407,42113,ltw71
408,11114,ltw71
409,11220,ltw71
410,10534,ltw71
411,15537,ltw71
412,12959,ltw71
413,12415,ltw71
414,10426,mtm81
415,14360,mtm81
416,21977,mtm81
417,22886,mtm81
418,24975,mtm81
419,20772,mtm81
420,21658,mtm81
421,30539,mtm81
422,34793,mtm81
423,40007,mtm81
424,40778,mtm81
425,40250,mtm81
426,42167,mtm81
427,40552,mtm81
428,10015,mtm81
429,10163,mtm81
430,11197,mtm81
431,13330,mtm81
432,12507,ggh659
433,11529,ggh659
434,11665,ggh659
435,23092,ggh659
436,25677,ggh659
437,23941,ggh659
438,24032,ggh659
439,34473,ggh659
440,30062,ggh659
441,30958,ggh659
442,40050,ggh659
443,41324,ggh659
444,41096,ggh659
445,41455,ggh659
446,41690,ggh659
447,11069,ggh659
448,10952,ggh659
449,13379,ggh659
450,10499,ggh659
451,15571,ggh659
452,11415,ggh659
453,10555,ggh659
454,15668,ggh659
455,14344,kar39
456,13621,kar39
457,10810,kar39
458,14279,kar39
459,20379,kar39
460,21253,kar39
461,20034,kar39
462,34546,kar39
463,31421,kar39
464,31043,kar39
465,30726,kar39
466,31270,kar39
467,41395,kar39
468,41401,kar39
469,40651,kar39
470,41243,kar39
471,40206,kar39
472,14219,kar39
473,13016,kar39
474,12589,kar39
475,10183,kar39
476,11901,kar39
477,10394,sta20
478,15594,sta20
479,11975,sta20
480,13014,sta20
481,11185,sta20
482,20731,sta20
483,20328,sta20
484,21530,sta20
485,22455,sta20
486,30641,sta20
487,30636,sta20
488,33554,sta20
489,30270,sta20
490,34621,sta20
491,41409,sta20
492,40603,sta20
493,40192,sta20
494,40703,sta20
495,15341,sta20
496,10648,sta20
497,15742,sta20
498,13639,epc91
499,11529,epc91
500,11834,epc91
501,21304,epc91
502,20609,epc91
503,25442,epc91
504,31595,epc91
505,32938,epc91
506,31471,epc91
507,31870,epc91
508,31607,epc91
509,42205,epc91
510,41869,epc91
511,41313,epc91
512,40494,epc91
513,42161,epc91
514,41438,epc91
515,15372,epc91
516,13089,epc91
517,15053,epc91
518,13466,epc91
519,15663,gjm47
520,20234,gjm47
521,20272,gjm47
522,20615,gjm47
523,20335,gjm47
524,30783,gjm47
525,32613,gjm47
526,33861,gjm47
527,41148,gjm47
528,41973,gjm47
529,15567,gjm47
530,15726,gjm47
531,10943,gjm47
532,10293,gjm47
533,10134,rdk25
534,14841,rdk25
535,13532,rdk25
536,13763,rdk25
537,11065,rdk25
538,14013,rdk25
539,20893,rdk25
540,20301,rdk25
541,22209,rdk25
542,22137,rdk25
543,25519,rdk25
544,32562,rdk25
545,30893,rdk25
546,31984,rdk25
547,31869,rdk25
548,30106,rdk25
549,32043,rdk25
550,40181,rdk25
551,41691,rdk25
552,40646,rdk25
553,40290,rdk25
554,40035,rdk25
555,41310,rdk25
556,10478,rdk25
557,12935,rdk25
558,10250,rdk25
559,15246,bmd577
560,10410,bmd577
561,20894,bmd577
562,25736,bmd577
563,20938,bmd577
564,25675,bmd577
565,21328,bmd577
566,21028,bmd577
567,24249,bmd577
568,33876,bmd577
569,33011,bmd577
570,33180,bmd577
571,31388,bmd577
572,31683,bmd577
573,34784,bmd577
574,41420,bmd577
575,40100,bmd577
576,41799,bmd577
577,12338,bmd577
578,10517,bmd577
579,10636,bmd577
580,15727,bmd577
581,11026,bmd577
582,10043,src32
583,11174,src32
584,10910,src32
585,15139,src32
586,11514,src32
587,13491,src32
588,21409,src32
589,20617,src32
590,20193,src32
591,21326,src32
592,24195,src32
593,30568,src32
594,34401,src32
595,31505,src32
596,30626,src32
597,40212,src32
598,40592,src32
599,41309,src32
600,11143,src32
601,11359,lcj97
602,13404,lcj97
603,11591,lcj97
604,10319,lcj97
605,21980,lcj97
606,22346,lcj97
607,20252,lcj97
608,24183,lcj97
609,25565,lcj97
610,34655,lcj97
611,30551,lcj97
612,30362,lcj97
613,30955,lcj97
614,32183,lcj97
615,41372,lcj97
616,41197,lcj97
617,41489,lcj97
618,15987,lcj97
619,13020,lcj97
620,11935,lcj97
621,10885,lcj97
622,11026,rsc539
623,15373,rsc539
624,10110,rsc539
625,12369,rsc539
626,20332,rsc539
627,20797,rsc539
628,20133,rsc539
629,20453,rsc539
630,23773,rsc539
631,34673,rsc539
632,31979,rsc539
633,32764,rsc539
634,31520,rsc539
635,30121,rsc539
636,40726,rsc539
637,40078,rsc539
638,40391,rsc539
639,40661,rsc539
640,40228,rsc539
641,10476,rsc539
642,12116,rsc539
643,10185,rsc539
644,15538,rsc539
645,10749,cbf23
646,16294,cbf23
647,11062,cbf23
648,13441,cbf23
649,20041,cbf23
650,23246,cbf23
651,21557,cbf23
652,20601,cbf23
653,21409,cbf23
654,34299,cbf23
655,32618,cbf23
656,32338,cbf23
657,31297,cbf23
658,32923,cbf23
659,42205,cbf23
660,42211,cbf23
661,40038,cbf23
662,13994,cbf23
663,11209,cbf23
664,11999,cbf23
665,13870,rrj80
666,14899,rrj80
667,13693,rrj80
668,25845,rrj80
669,23139,rrj80
670,20300,rrj80
671,31683,rrj80
672,30328,rrj80
673,30091,rrj80
674,30579,rrj80
675,30754,rrj80
676,33662,rrj80
677,40175,rrj80
678,42168,rrj80
679,40366,rrj80
680,41584,rrj80
681,41596,rrj80
682,10026,rrj80
683,14751,rrj80
684,12544,ljd69
685,25799,ljd69
686,24195,ljd69
687,22888,ljd69
688,22380,ljd69
689,30512,ljd69
690,30077,ljd69
691,34453,ljd69
692,30413,ljd69
693,30950,ljd69
694,40679,ljd69
695,40164,ljd69
696,41585,ljd69
697,41438,ljd69
698,10733,ljd69
699,12000,ljd69
700,11256,ljd69
701,11585,ljd69
702,12550,ljd69
703,14846,egw70
704,13440,egw70
705,23941,egw70
706,22887,egw70
707,34854,egw70
708,40775,egw70
709,41058,egw70
710,42164,egw70
711,40155,egw70
712,13463,egw70
713,10553,egw70
714,13383,egw70
715,12343,egw70
716,14707,egw70
717,10984,abf19
718,12735,abf19
719,12539,abf19
720,10651,abf19
721,22428,abf19
722,21806,abf19
723,25979,abf19
724,21734,abf19
725,22452,abf19
726,30950,abf19
727,30587,abf19
728,32884,abf19
729,34534,abf19
730,40052,abf19
731,40154,abf19
732,41573,abf19
733,40192,abf19
734,41514,abf19
735,40664,abf19
736,11863,abf19
737,10867,abf19
738,12000,abf19
739,10606,abf19
740,12127,abf19
741,15398,kjs86
742,12712,kjs86
743,10312,kjs86
744,15369,kjs86
745,15575,kjs86
746,25135,kjs86
747,21253,kjs86
748,20310,kjs86
749,30752,kjs86
750,34856,kjs86
751,33096,kjs86
752,30202,kjs86
753,33058,kjs86
754,41312,kjs86
755,13394,kjs86
756,16533,kjs86
757,12030,kjs86
758,13766,tcb74
759,10043,tcb74
760,13622,tcb74
761,13692,tcb74
762,15133,tcb74
763,10484,tcb74
764,24268,tcb74
765,24204,tcb74
766,31107,tcb74
767,33507,tcb74
768,34609,tcb74
769,32932,tcb74
770,40534,tcb74
771,41047,tcb74
772,40726,tcb74
773,41527,tcb74
774,42019,tcb74
775,10888,tcb74
776,10551,tcb74
777,10605,tcb74
778,11256,tcb74
779,11416,jwb19
780,13347,jwb19
781,15569,jwb19
782,13348,jwb19
783,11837,jwb19
784,10283,jwb19
785,20243,jwb19
786,21850,jwb19
787,20304,jwb19
788,22588,jwb19
789,20076,jwb19
790,20336,jwb19
791,30549,jwb19
792,30425,jwb19
793,32185,jwb19
794,33518,jwb19
795,32241,jwb19
796,41514,jwb19
797,40012,jwb19
798,41744,jwb19
799,41451,jwb19
800,41691,jwb19
801,40188,jwb19
802,12236,jwb19
803,16008,jwb19
804,11299,jwb19
805,11618,kar93
806,13468,kar93
807,21090,kar93
808,22452,kar93
809,21485,kar93
810,30353,kar93
811,31128,kar93
812,30912,kar93
813,40440,kar93
814,13076,kar93
815,10412,kar93
816,10488,kar93
817,10544,kar93
818,15143,mjg24
819,16086,mjg24
820,12881,mjg24
821,13870,mjg24
822,31270,mjg24
823,30501,mjg24
824,34752,mjg24
825,34174,mjg24
826,41338,mjg24
827,41798,mjg24
828,40101,mjg24
829,40609,mjg24
830,41739,mjg24
831,11598,mjg24
832,10186,mjg24
833,10946,mjg24
834,12550,mjg24
835,14930,trs235
836,10023,trs235
837,13221,trs235
838,22241,trs235
839,25560,trs235
840,25433,trs235
841,20663,trs235
842,20171,trs235
843,22750,trs235
844,34682,trs235
845,30167,trs235
846,30908,trs235
847,31124,trs235
848,40273,trs235
849,42097,trs235
850,41988,trs235
851,41517,trs235
852,12879,trs235
853,11198,trs235
854,15689,trs235
855,15729,trs235
856,10312,cbh12
857,11647,cbh12
858,12847,cbh12
859,11749,cbh12
860,10118,cbh12
861,15531,cbh12
862,20310,cbh12
863,23038,cbh12
864,30526,cbh12
865,34614,cbh12
866,31771,cbh12
867,30104,cbh12
868,40186,cbh12
869,40288,cbh12
870,42036,cbh12
871,40359,cbh12
872,16123,cbh12
873,10192,cbh12
874,11554,cbh12
875,12004,cbh12
876,11564,psj78
877,15927,psj78
878,12908,psj78
879,15198,psj78
880,10461,psj78
881,11076,psj78
882,20161,psj78
883,21311,psj78
884,32182,psj78
885,32304,psj78
886,41280,psj78
887,40866,psj78
888,40683,psj78
889,41199,psj78
890,13060,psj78
891,12349,psj78
892,10575,psj78
893,12558,psj78
894,13962,dml197
895,15197,dml197
896,11764,dml197
897,10478,dml197
898,24266,dml197
899,21435,dml197
900,32767,dml197
901,34857,dml197
902,30261,dml197
903,32581,dml197
904,30636,dml197
905,41428,dml197
906,42040,dml197
907,40556,dml197
908,42159,dml197
909,10750,dml197
910,11802,dml197
911,12942,dml197
912,11351,dml197
913,15149,dml197
914,13459,lws482
915,12000,lws482
916,20558,lws482
917,20233,lws482
918,20122,lws482
919,31000,lws482
920,30488,lws482
921,40173,lws482
922,40358,lws482
923,40871,lws482
924,40445,lws482
925,10186,lws482
926,15736,lws482
927,12348,lws482
928,13363,lws482
929,10521,wft71
930,12259,wft71
931,11782,wft71
932,14010,wft71
933,16089,wft71
934,22190,wft71
935,20461,wft71
936,20017,wft71
937,23139,wft71
938,21171,wft71
939,34629,wft71
940,40838,wft71
941,40212,wft71
942,41324,wft71
943,40901,wft71
944,40107,wft71
945,10688,wft71
946,13016,wft71
947,15729,wft71
948,10291,esb54
949,12409,esb54
950,16200,esb54
951,14989,esb54
952,23642,esb54
953,20403,esb54
954,23941,esb54
955,24479,esb54
956,23032,esb54
957,20652,esb54
958,25519,esb54
959,34548,esb54
960,33092,esb54
961,34552,esb54
962,32296,esb54
963,41594,esb54
964,41673,esb54
965,41153,esb54
966,12163,esb54
967,10358,esb54
968,10603,esb54
969,11879,esb54
970,13624,rlf92
971,10874,rlf92
972,11650,rlf92
973,10317,rlf92
974,22902,rlf92
975,20500,rlf92
976,24929,rlf92
977,24178,rlf92
978,32926,rlf92
979,32937,rlf92
980,30097,rlf92
981,41204,rlf92
982,41675,rlf92
983,40867,rlf92
984,40554,rlf92
985,40328,rlf92
986,10036,rlf92
987,10676,rlf92
988,11144,rlf92
989,11252,rlf92
990,10793,jtt345
991,15356,jtt345
992,13355,jtt345
993,10992,jtt345
994,25756,jtt345
995,26295,jtt345
996,20796,jtt345
997,20351,jtt345
998,31206,jtt345
999,30441,jtt345
1000,33155,jtt345
1001,30437,jtt345
1002,40331,jtt345
1003,40672,jtt345
1004,40016,jtt345
1005,41563,jtt345
1006,10528,jtt345
1007,11242,jtt345
1008,12321,jtt345
1009,15100,jtt345
1010,11963,jtt345
1011,12654,jff60
1012,13230,jff60
1013,10463,jff60
1014,11091,jff60
1015,11713,jff60
1016,22182,jff60
1017,20328,jff60
1018,25676,jff60
1019,31777,jff60
1020,30257,jff60
1021,31735,jff60
1022,31181,jff60
1023,41798,jff60
1024,41744,jff60
1025,40362,jff60
1026,40442,jff60
1027,40205,jff60
1028,15201,jff60
1029,10132,jff60
1030,10491,jff60
1031,12843,bmj57
1032,10746,bmj57
1033,11671,bmj57
1034,20111,bmj57
1035,24813,bmj57
1036,26321,bmj57
1037,30340,bmj57
1038,34661,bmj57
1039,31385,bmj57
1040,40342,bmj57
1041,41744,bmj57
1042,40405,bmj57
1043,40341,bmj57
1044,40593,bmj57
1045,10232,bmj57
1046,10583,bmj57
1047,15692,bmj57
1048,15730,bmj57
1049,11915,bmj57
1050,11035,bmj57
1051,13088,bmj57
1052,15378,tld54
1053,10535,tld54
1054,15406,tld54
1055,12384,tld54
1056,21566,tld54
1057,21532,tld54
1058,25635,tld54
1059,30708,tld54
1060,31555,tld54
1061,30205,tld54
1062,33784,tld54
1063,41584,tld54
1064,42171,tld54
1065,42033,tld54
1066,40247,tld54
1067,41207,tld54
1068,40492,tld54
1069,12869,tld54
1070,10225,tld54
1071,15408,tld54
1072,15121,tld54
1073,11774,fgp10
1074,12714,fgp10
1075,15133,fgp10
1076,11118,fgp10
1077,12017,fgp10
1078,13395,fgp10
1079,21575,fgp10
1080,22328,fgp10
1081,20610,fgp10
1082,22834,fgp10
1083,31033,fgp10
1084,30223,fgp10
1085,30372,fgp10
1086,30249,fgp10
1087,31376,fgp10
1088,41426,fgp10
1089,41153,fgp10
1090,40829,fgp10
1091,40062,fgp10
1092,40197,fgp10
1093,11472,fgp10
1094,11027,fgp10
1095,13327,fgp10
1096,13424,fgp10
1097,10129,mwk93
1098,24205,mwk93
1099,24190,mwk93
1100,25519,mwk93
1101,21408,mwk93
1102,24811,mwk93
1103,26241,mwk93
1104,32185,mwk93
1105,31857,mwk93
1106,33827,mwk93
1107,32991,mwk93
1108,30803,mwk93
1109,40122,mwk93
1110,40368,mwk93
1111,40313,mwk93
1112,40529,mwk93
1113,41309,mwk93
1114,42099,mwk93
1115,13371,mwk93
1116,10249,mwk93
1117,11395,mwk93
1118,10232,mwk93
1119,12700,mwk93
1120,15643,mwk93
1121,13350,gnl29
1122,11579,gnl29
1123,13639,gnl29
1124,13643,gnl29
1125,21192,gnl29
1126,20266,gnl29
1127,24228,gnl29
1128,25744,gnl29
1129,21872,gnl29
1130,20380,gnl29
1131,34560,gnl29
1132,31302,gnl29
1133,30550,gnl29
1134,34679,gnl29
1135,40016,gnl29
1136,40439,gnl29
1137,40168,gnl29
1138,10990,gnl29
1139,12191,gnl29
1140,12899,gnl29
1141,11608,gnl29
1142,11763,gls92
1143,11342,gls92
1144,11080,gls92
1145,11912,gls92
1146,10171,gls92
1147,20316,gls92
1148,20072,gls92
1149,21073,gls92
1150,21983,gls92
1151,21800,gls92
1152,34610,gls92
1153,30268,gls92
1154,31949,gls92
1155,30988,gls92
1156,34552,gls92
1157,40407,gls92
1158,41240,gls92
1159,40442,gls92
1160,42101,gls92
1161,40722,gls92
1162,11806,gls92
1163,11965,gls92
1164,15017,gls92
1165,15822,gls92
1166,10336,gls92
1167,10085,ass32
1168,12684,ass32
1169,24194,ass32
1170,22582,ass32
1171,20013,ass32
1172,21746,ass32
1173,34296,ass32
1174,31600,ass32
1175,34475,ass32
1176,40128,ass32
1177,41684,ass32
1178,40012,ass32
1179,40364,ass32
1180,11089,ass32
1181,11364,ass32
1182,10868,ass32
1183,11240,ass32
1184,12435,bln60
1185,10453,bln60
1186,16089,bln60
1187,10247,bln60
1188,25719,bln60
1189,20452,bln60
1190,22722,bln60
1191,30669,bln60
1192,30118,bln60
1193,34613,bln60
1194,34651,bln60
1195,40060,bln60
1196,41524,bln60
1197,40495,bln60
1198,41613,bln60
1199,11087,bln60
1200,10292,jlm23
1201,10958,jlm23
1202,13696,jlm23
1203,23146,jlm23
1204,20563,jlm23
1205,21807,jlm23
1206,20331,jlm23
1207,25845,jlm23
1208,30716,jlm23
1209,30103,jlm23
1210,30780,jlm23
1211,30686,jlm23
1212,42103,jlm23
1213,40051,jlm23
1214,40863,jlm23
1215,40608,jlm23
1216,40808,jlm23
1217,10602,jlm23
1218,13830,jlm23
1219,11963,jlm23
1220,15591,jlm23
1221,15133,cah98
1222,13779,cah98
1223,12507,cah98
1224,12612,cah98
1225,13335,cah98
1226,25684,cah98
1227,25317,cah98
1228,20698,cah98
1229,30374,cah98
1230,34426,cah98
1231,33085,cah98
1232,32612,cah98
1233,31610,cah98
1234,40008,cah98
1235,41408,cah98
1236,40771,cah98
1237,42142,cah98
1238,40673,cah98
1239,13468,cah98
1240,12899,cah98
1241,12330,cah98
1242,12515,cah98
1243,11186,mcf853
1244,11333,mcf853
1245,10403,mcf853
1246,10702,mcf853
1247,10323,mcf853
1248,22136,mcf853
1249,24811,mcf853
1250,21872,mcf853
1251,22328,mcf853
1252,31868,mcf853
1253,30723,mcf853
1254,31595,mcf853
1255,31033,mcf853
1256,41762,mcf853
1257,41310,mcf853
1258,40442,mcf853
1259,40443,mcf853
1260,41973,mcf853
1261,41604,mcf853
1262,11018,mcf853
1263,10113,mcf853
1264,11585,mcf853
1265,12356,mcf853
1266,10347,mcf853
1267,16798,mcf853
1268,16133,aeb502
1269,13395,aeb502
1270,13355,aeb502
1271,11624,aeb502
1272,21171,aeb502
1273,20764,aeb502
1274,23031,aeb502
1275,24221,aeb502
1276,33913,aeb502
1277,32327,aeb502
1278,31982,aeb502
1279,34759,aeb502
1280,31398,aeb502
1281,30230,aeb502
1282,40679,aeb502
1283,41455,aeb502
1284,41424,aeb502
1285,42166,aeb502
1286,40441,aeb502
1287,40865,aeb502
1288,11127,aeb502
1289,12426,aeb502
1290,15188,aeb502
1291,12860,abc17
1292,15402,abc17
1293,11584,abc17
1294,22376,abc17
1295,22187,abc17
1296,20764,abc17
1297,21729,abc17
1298,30108,abc17
1299,31520,abc17
1300,31835,abc17
1301,31689,abc17
1302,31228,abc17
1303,31946,abc17
1304,41797,abc17
1305,41673,abc17
1306,40832,abc17
1307,40840,abc17
1308,41162,abc17
1309,12355,abc17
1310,10986,abc17
1311,16541,abc17
1312,10283,yjg81
1313,10751,yjg81
1314,12660,yjg81
1315,20688,yjg81
1316,20876,yjg81
1317,21911,yjg81
1318,20729,yjg81
1319,30340,yjg81
1320,41393,yjg81
1321,40183,yjg81
1322,40325,yjg81
1323,41777,yjg81
1324,41279,yjg81
1325,11359,yjg81
1326,12026,yjg81
1327,11309,yjg81
1328,10569,yjg81
1329,11121,yjg81
1330,15110,njc14
1331,12895,njc14
1332,16048,njc14
1333,12672,njc14
1334,13219,njc14
1335,20324,njc14
1336,22500,njc14
1337,22437,njc14
1338,30255,njc14
1339,33485,njc14
1340,32193,njc14
1341,30123,njc14
1342,30262,njc14
1343,40860,njc14
1344,41337,njc14
1345,40095,njc14
1346,40471,njc14
1347,41313,njc14
1348,40217,njc14
1349,41420,njc14
1350,11822,njc14
1351,15340,njc14
1352,10494,njc14
1353,13827,njc14
1354,10674,cbm91
1355,13458,cbm91
1356,10360,cbm91
1357,20938,cbm91
1358,20847,cbm91
1359,22698,cbm91
1360,22305,cbm91
1361,20247,cbm91
1362,20155,cbm91
1363,30825,cbm91
1364,30243,cbm91
1365,34685,cbm91
1366,31314,cbm91
1367,40024,cbm91
1368,40561,cbm91
1369,40655,cbm91
1370,41269,cbm91
1371,42242,cbm91
1372,15194,cbm91
1373,10602,cbm91
1374,11915,cbm91
1375,15668,cbm91
1376,11911,cbm91
1377,10989,cbm91
1378,10249,cbm91
1379,13674,htm13
1380,11132,htm13
1381,11322,htm13
1382,10201,htm13
1383,22454,htm13
1384,22189,htm13
1385,23145,htm13
1386,25850,htm13
1387,20389,htm13
1388,31071,htm13
1389,32000,htm13
1390,30299,htm13
1391,32340,htm13
1392,40232,htm13
1393,41750,htm13
1394,13071,htm13
1395,11981,htm13
1396,10251,htm13
1397,10845,htm13
1398,11085,htm13
1399,11657,wcs20
1400,13356,wcs20
1401,11701,wcs20
1402,14895,wcs20
1403,21122,wcs20
1404,20380,wcs20
1405,25558,wcs20
1406,20440,wcs20
1407,31519,wcs20
1408,30490,wcs20
1409,31831,wcs20
1410,30796,wcs20
1411,30381,wcs20
1412,40052,wcs20
1413,40693,wcs20
1414,40288,wcs20
1415,40757,wcs20
1416,15323,wcs20
1417,11710,wcs20
1418,15029,wcs20
1419,11564,vmo231
1420,12899,vmo231
